meaning_id,mean
6833,උච්ඡේදය
6834,නැසීම
6835,නිරුද්ධිය
6836,මූලොත්පාටනය
6837,විධ්වංසනය
6838,විනාශය
6839,සමූලඝාතනය
6840,උච්චේද දෘස්ටිය
6841,උච්ඡේදදෘෂ්ටිය
6842,උච්ඡේදවාදය
6843,සමූහාභභාවවාදය
6844,උච්ඡේද වාදියා
6845,උච්ඡේදකය
6846,අවුරුද්ද
6847,අවුරුදු පතා පවත්වන
6848,අවුරුදු පතා යෙදෙන
6849,ජයන්තිය
6850,වත්සර
6851,වර්ෂය
6852,සංවත්සරය
6853,සාංවත්සරික
6854,සාංවත්සරිකය
6855,සාංවත්සරිකෝත්ස්වය
6856,වාර්ෂික
6857,අභිෂේක කරනවා
6858,ගල්වනවා
6859,තෙල්ගල්වනවා
6860,අභිෂේකය
6861,අනෝදා
6862,අනෝනා
6863,ටීකා ලියනවා
6864,ලකුණු කරනවා
6865,ව්‍යාඛ්‍යා කරනවා
6866,ව්‍යාඛ්‍යා ලියනවා
6867,විවරණ කරනවා
6868,විස්තර කරනවා
6869,අනුසටහන
6870,ටිප්පණිය
6871,ටීකාව
6872,පරිකථනය
6873,ව්‍යාඛ්‍යාව
6874,විවරණය
6875,විස්තර කිරීම
6876,ව්‍යාඛ්‍යා කර්තෘ
6877,නිවේදනය කරනවා
6878,ප්‍රකාශ කරනවා
6879,ප්‍රසිද්ධියෙන් දන්වනවා
6880,ප්‍රසිද්ධියේ දන්වනවා
6881,ඝෝෂකයා
6882,දැන්වීම්කරුවා
6883,නිවේදක
6884,නිවේදකයා
6885,ප්‍රකාශකයා
6886,ප්‍රචාරක
6887,ප්‍රචාරකයා
6888,ප්‍රකාශක
6889,අවභේදනය කරනවා
6890,කරදර කරනවා
6891,ගැහැට කරනවා
6892,ගැහැට පමුණුවනවා
6893,තරහ උපදනවා
6894,තරහ උපදවනවා
6895,ප්‍රකෝපනය කරනවා
6896,අප්‍රසන්නකම
6897,අවභේදනය
6898,අවභේදකයා
6899,කෝපකය
6900,ගැහැට පමුණුවන්නා
6901,ගැහැට
6902,පාරන
6903,පීඩා
6904,පීඩාකාරී
6905,හිංසක
6906,හිරිහැර
6907,හිරිහැරදායක
6908,අවුරුද්දක් තුළ පවතින
6909,අවුරුද්දක් පාසා යෙදෙන
6910,අවුරුද්දක් වත් වන ශාකය
6911,අවුරුදු පතා
6912,වාර්ෂිකව
6913,වාර්ෂිකයෝ
6914,වාර්ෂිකය ලබන්නා
6915,වාර්ෂිකලාභියා
6916,වාර්ෂික දීමනාව
6917,වාර්ෂිකය
6918,අභිශුන්‍ය
6919,අවලංගු කළ
6920,අභිශුන්‍යනය
6921,වලය
6922,වලයය
6923,අනාගත වාක්‍ය කියනවා
6924,අනාගතවාක්‍ය කියනවා
6925,විඥාපනය
6926,උද්ගාමි
6927,ඇනෝඩය
6928,ධන අග්‍රය
6929,ඇනෝඩික
6930,විද්‍යුත් විච්චේදනයෙන් ආරක්ෂණ ලෝහ පටලයක් ගැල්වීම
6931,ඇනෝකරණය
6932,ඇනෝඩ පිරියම් කිරීම
6933,ඇනෝඩයිස් කිරීම
6934,පීඩාහාරකය
6935,වේදනා නසන ඖෂධය
6936,වේදනා නාශකය
6937,වේදනානාශක
6938,අඥතාජනක
6939,අඥ
6940,අවිජානන
6941,අභිෂේක ලත්
6942,අභිෂේක කිරීම
6943,ඇනොලයිටය
6944,අක්‍රමික
6945,අක්‍රමික වූ දෙය
6946,අක්‍රමිකතාව
6947,අනියමය
6948,නාම විස්මෘතිය
6949,අතිචාරී
6950,අරීතික
6951,සමාජ චාරිත්‍ර නොවැටහෙන ගති ඇති
6952,අනෝමිය
6953,ඉච්ඡාභංගත්වය
6954,ඇනොමයිට්
6955,විෂමතාව
6956,නිර්නාමය
6957,නිර්නාමික දෙය
6958,නිර්නාමිකත්වය
6959,අඥාත
6960,අනාමික
6961,නමක් නොයෙදූ
6962,නිර්නාමික
6963,නමක් නොයොදා
6964,නිර්නාමිකව
6965,උණ මදුරුවා
6966,මැලේරියා මදුරුවා
6967,විනාශකාරී මදුරු ජාතියක්
6968,ජලය කාන්දු නොවන ඇඳුම
6969,අක්ෂුධාව
6970,අකාබනික
6971,ඇනෝතයිට්
6972,ඇනෝතොක්ලේස්
6973,කුටිල දෘෂ්ටිය
6974,කුටිලදෘෂ්ටිය
6975,ඇනෝතොසයිට්
6976,අවඝ්‍රාණය
6977,අන්
6978,ඇනොක්සියාව
6979,ඇනොක්සිස්කෝපය
6980,අන්ෂෝං
6981,ප්‍රතිභානය
6982,ප්‍රභාසය
6983,උත්තර දෙනවා
6984,උත්තරපත
6985,උත්තරය
6986,ප්‍රත්‍යත්තර දෙනවා
6987,ප්‍රත්‍යත්තරය
6988,ප්‍රතිවචනය
6989,පිළිතුර
6990,පිළිතුරු දෙනවා
6991,පිළිවදන් දෙනවා
6992,වග කියනවා
6993,වගඋත්තර
6994,විසඳීම
6995,සෑහෙනවා
6996,උත්තර දීමට බැඳී සිටීම
6997,උත්තර දිය යුතු
6998,උත්තර දිය හැකි
6999,උත්තර නොදියහැකි
7000,ඇඹලයා
7001,කුහුඹියා
7002,කුහුඹුවා
7003,කූඹියා
7004,සින්නා
7005,සිනි
7006,හින්නා
7007,හිනි
7008,කැබැල්ලෑවා
7009,කුහුඹුවන් ආහාරයට ගන්නා ක්ෂීරපායි සත්වයා
7010,තුඹස
7011,වේ තුඹස
7012,සුඹස
7013,හුඹස
7014,හුඹහ
7015,ප්‍රත්‍යම්ලකය
7016,ප්‍රත්‍යාම්ලය
7017,අමනාප කර ගන්නවා
7018,එදිරි කරගන්නවා
7019,විරුද්ධ කර ගන්නවා
7020,එදිරි කරනවා
7021,එදිරිව සිටිනවා
7022,විරුද්ධ කරගන්නවා
7023,ප්‍රතික්ෂාර
7024,ප්‍රතිශිඛරය
7025,දක්ෂිණ ධ්‍රැවයට සම්බන්ධ
7026,පෙරාතුව
7027,දක්ෂිණධ්‍රවැය
7028,දක්ෂිණධ්‍රැව
7029,පෙරදාතම
7030,පෙරදාතම් කරනවා
7031,පෙරදාතම් කිරීම
7032,ප්‍රවේශ කාමරය
7033,පිටකාමරය
7034,පෙරසිදුවීම
7035,පූරවගතතා
7036,ප්‍රවේශකාමරය
7037,පිට කාමරය
7038,පෙර දාතම් කළ
7039,පෙරදාතමක් යෙදූ
7040,පෙරදාතම් කළ
7041,අතිපුරාණ
7042,ආදිකල්පික
7043,ප්‍රාඝෝග
7044,පූර්වයෙහි වූ දෙය
7045,පුරෝමිංජනය
7046,ක්‍රිමි හාරකය
7047,ප්‍රතිහෙල්මින්තිකය
7048,කුරංග මුව විශේෂය
7049,කුරුංග
7050,රුරු
7051,රූරු මුව විශේෂය
7052,වාමිග
7053,සාරංග මුව විශේෂය
7054,සාරංග වැනි මුව ජාතියක්
7055,පෙර රැඟුම
7056,ගර්භණී
7057,ජන්මපූර්වක
7058,ප්‍රාක්ප්‍රසූති
7059,බිහිවීමට පෙර
7060,අන්තිනාව
7061,ඇන්ටනාව
7062,ඇන්තිනාව
7063,නෙරුව
7064,ස්පර්ශක
7065,ස්පර්ශකය
7066,විවාහයට පළමු
7067,අල්තාර තිරය
7068,වචනයක අන්තිම අකුරට මෙහා පිහිටි අකුරු දෙක
7069,අවසාන පූර්වයට පෙර
7070,අවසානයට දෙකක් මෙහායින්
7071,පූර්වෝපාන්තය
7072,අංක යෙදීමටත් කලින් තබන ඔට්ටුව
7073,ප්‍රතිවිරුද්ධ
7074,ඉස්සරහින් පිහිටි
7075,ප්‍රාක්තන
7076,පුර්වාපර
7077,පූර්වක්‍රමික
7078,පූරෝවර්තනය
7079,ප්‍රතිහෙල්මින්තික
7080,ජයගීතය
7081,තුතිගීය
7082,ස්තෝත්‍රය
7083,ඇන්තරය
7084,පරාගකෝෂය
7085,පරාගධානිය
7086,ඇන්තරීඩියම
7087,ඇන්තරීඩියොපෝරය
7088,ශුක්‍රාණුධානිධරය
7089,තුති ගී ගයනවා
7090,පුෂ්ප අවදිය
7091,ඇන්තොසයනින්
7092,පුෂ්පාහය
7093,සංහිතාකරු
7094,කාව්‍ය මාලාව
7095,කාව්‍යසංග්‍රහය
7096,මාලාව
7097,පුෂ්පකාමී
7098,පුෂ්පධරය
7099,ඇන්ත්‍රසයිට්
7100,ප්‍රජතු
7101,බිම් අඟුරු වර්ගයක්
7102,ඇනත්‍රැක්නෝස් රෝගය
7103,ඇන්ත්‍රකොමීටරය
7104,ඇන්ත්‍රකොනයිට්
7105,ඇන්ත්‍රකෝෂියාව
7106,ඇන්ත්‍රසිල්
7107,ඇන්ත්‍රනොයිල්
7108,ඇන්ත්‍රැක්සය
7109,ඇන්ත්‍රුක්ස්
7110,ගව ආදී සතුන්ගෙන් බෝවන රෝගයකි
7111,ගව රෝගයක්
7112,ප්ලීහා රෝගය
7113,ඇන්ත්‍රක්සොලයිට්
7114,ඇන්ත්‍රක්සිලොන්
7115,මානවපූජාව
7116,මානව
7117,මානව විද්‍යාඥයා
7118,මානව භූගෝල විද්‍යාව
7119,මානවකේන්ද්‍රිය
7120,මානවකේන්ද්‍රීය
7121,මානවකේන්ද්‍රවාදය
7122,මානුෂව්‍යාප්තිය
7123,මානුෂව්‍යාප්ත
7124,මානවභූගෝල විද්‍යාව
7125,මානව විද්‍යාව සම්බන්ධ
7126,නරාකෘති
7127,මනුෂ්‍යයාට සම වූ
7128,මානවකල්ප
7129,මානවකල්පයා
7130,මානවාකාර
7131,වානර
7132,මානව පූජාව
7133,මානවවිද්‍යාත්මක
7134,මානවවිද්‍යාඥයා
7135,මානවවේදියා
7136,මානව විද්‍යාව
7137,මානවවිද්‍යාව
7138,මානවවේදය
7139,මානව මිතිය
7140,මානවමිතිය
7141,මනුෂ්‍යත්වාරෝපිත
7142,මානවතත්වාරෝපිත
7143,මනුෂ්‍යත්වාරෝපය
7144,මානවතත්වාරෝපණය
7145,මානවත්වාරෝපණය
